stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,platform_code
13560,13560,Delaware Street Syracuse Avenue Nor,43.004787,-78.874303,0,
13570,13570,Delaware Avenue Tacoma Avenue North,42.951716,-78.868846,0,
13580,13580,Delaware Avenue Tacoma Avenue South,42.951683,-78.869004,0,
13590,13590,Delaware Avenue Thorncliff Boulevar,42.982937,-78.872443,0,
13600,13600,Delaware Avenue Tremaine Avenue Sou,42.960638,-78.869876,0,
13610,13610,Delaware Avenue Tremont Avenue Sout,42.966336,-78.870596,0,
13620,13620,Delaware Avenue Tulane Road South,42.974657,-78.871724,0,
13630,13630,"Delaware Avenue West Tupper Street ",42.893805,-78.875654,0,
13640,13640,Delaware Avenue Tupper Street South,42.894286,-78.875864,0,
13643,13643,"Delaware Street Tussing Lane South ",43.00305,-78.875028,0,
13660,13660,"Delaware Street Utica Avenue North ",43.005887,-78.873995,0,
13670,13670,Delaware Avenue Villa Avenue North,42.957889,-78.869386,0,
13680,13680,Delaware Avenue Virginia Street Nor,42.896678,-78.874756,0,
13690,13690,Delaware Avenue Virginia Street Sou,42.897046,-78.874838,0,
13710,13710,Delaware Street Walter Avenue North,43.007476,-78.873575,0,
13720,13720,Delaware Avenue Warren Avenue North,42.961848,-78.869904,0,
13730,13730,Delaware Avenue Waverly Avenue Sout,42.989069,-78.873628,0,
13740,13740,Delaware Avenue Westchester Bouleva,42.976498,-78.871975,0,
13750,13750,Delaware Avenue Westgate Road South,42.964778,-78.870394,0,
13760,13760,Delaware Avenue West Ferry Street N,42.915116,-78.869207,0,
13770,13770,Delaware Avenue West Ferry Street S,42.91561,-78.869215,0,
13780,13780,Delaware Avenue West Girard Bouleva,42.971357,-78.871285,0,
13790,13790,Delaware Avenue West Utica Street N,42.911506,-78.870205,0,
13800,13800,Delaware Avenue West Utica Street S,42.911468,-78.870445,0,
13810,13810,Delaware Avenue Zimmerman Boulevard,42.984586,-78.872696,0,
13860,13860,Deveaux Street College Avenue North,43.122192,-79.049075,0,
13899,13899,Dick Road AMTRAK Station North,42.906348,-78.728225,0,
13905,13905,Dingens Street 70 Dingens Street Ea,42.877798,-78.812438,0,
13910,13910,Dingens Street 100 Dingens Street W,42.877938,-78.81203,0,
13911,13911,Dingens Street 15 Dingens Street Ea,42.87786,-78.815123,0,
13912,13912,Dingens Street Bailey Avenue West,42.877964,-78.815304,0,
13913,13913,Dingens Street James E. Casey Drive,42.877847,-78.805233,0,
13914,13914,Dingens Street Weiss Street East,42.877766,-78.808728,0,
13915,13915,Dingens Street Weiss Street West Op,42.877854,-78.808141,0,
13917,13917,"Dingens Street Willett Street West ",42.877793,-78.802804,0,
14005,14005,Earhart Drive 80 Earhart Drive Nort,42.953403,-78.715416,0,
14010,14010,Earhart Drive 60 Earhart Drive Nort,42.954086,-78.714834,0,
14015,14015,Earhart Drive Lawrence Bell Drive S,42.952786,-78.715715,0,
14016,14016,Earhart Drive Wehrle Drive North,42.955565,-78.71458,0,
14017,14017,Earhart Dr Wehrle Dr South Farside,42.955879,-78.714767,0,
14018,14018,"Spindrift Drive Wehrle Drive South ",42.956721,-78.714911,0,
14021,14021,East Robinson Road Northwood Medica,43.036188,-78.816304,0,
14140,14140,Eggert Road 246 Eggert Road South,42.931479,-78.799128,0,
14150,14150,Eggert Road 247 Eggert Road North,42.931261,-78.79893,0,
14155,14155,Eggert Road 260 Eggert Road,42.932276,-78.799133,0,
14160,14160,Eggert Road 437 Eggert Road North,42.939527,-78.800504,0,
14170,14170,Eggert Road 456 Eggert Road South O,42.940694,-78.801887,0,
14210,14210,Eggert Road Cleveland Drive North,42.940429,-78.801433,0,
14220,14220,Eggert Road Davidson Avenue South,42.937738,-78.799176,0,
14230,14230,Eggert Road Eldon Road North,42.945669,-78.803291,0,
14240,14240,Eggert Road Gail Avenue North,42.934012,-78.798961,0,
14250,14250,Eggert Road Gail Ave South,42.933942,-78.799095,0,
14280,14280,Eggert Road Janet Street South,42.93971,-78.800855,0,
14290,14290,Eggert Road Kensington Avenue North,42.942028,-78.802955,0,
14310,14310,Eggert Road Kensington Ave South Fa,42.941925,-78.803161,0,
14330,14330,Eggert Road Kenville Road North,42.937946,-78.798935,0,
14340,14340,Eggert Road Langfield Drive South,42.929954,-78.799705,0,
14393,14393,Eggert Road Millicent Avenue South,42.935266,-78.799143,0,
14400,14400,Eggert Road Minnesota Avenue South,42.945957,-78.803545,0,
14490,14490,Eggert Road Shirely Avenue North,42.94425,-78.803215,0,
14500,14500,Eggert Road Shirley Avenue South,42.944289,-78.803445,0,
14510,14510,Eggert Road Tudor Road North,42.935333,-78.798957,0,
14520,14520,Eggert Road Winspear Avenue North O,42.948002,-78.803211,0,
14790,14790,Ellicott Street William Street Nort,42.885577,-78.871925,0,
14800,14800,Ellicott Street East Chippewa Stree,42.889956,-78.870536,0,
14810,14810,Ellicott Street Clinton Street Nort,42.884824,-78.87221,0,
14820,14820,Ellicott Street Goodell Street Nort,42.894573,-78.869056,0,
14830,14830,Ellicott Street East Huron Street N,42.888109,-78.871169,0,
14850,14850,Ellicott Street North Division Stre,42.88284,-78.87284,0,
14860,14860,Ellicott Street MTC Static,42.883368,-78.872505,0,
14861,14861,Ellicott Street MTC Static,42.883448,-78.872493,0,
14862,14862,Ellicott Street MTC Static,42.883502,-78.872435,0,
14870,14870,"Ellicott Street East Tupper Street ",42.893124,-78.869408,0,
14880,14880,Ellicott Street North Oak Street No,42.896684,-78.86837,0,
14950,14950,"Elmwood Avenue 1199 Elmwood Avenue ",42.929726,-78.876774,0,
14960,14960,"Elmwood Avenue 1750 Elmwood Avenue ",42.945907,-78.878444,0,
14970,14970,"Elmwood Avenue 1771 Elmwood Avenue ",42.945627,-78.878053,0,
14990,14990,"Elmwood Avenue 1943 Elmwood Avenue ",42.949998,-78.877995,0,
15000,15000,"Elmwood Avenue 1950 Elmwood Aveuue ",42.950448,-78.878405,0,
15010,15010,"Elmwood Avenue 2021 Elmwood Avenue ",42.952186,-78.878054,0,
15020,15020,"Elmwood Avenue 1966 Elmwood Avenue ",42.953788,-78.878465,0,
15033,15033,"Elmwood Avenue 2077 Elmwood Avenue ",42.953298,-78.878106,0,
15040,15040,"Elmwood Avenue 2128 Elmwood Avenue ",42.955086,-78.878143,0,
15050,15050,South Elmwood Ave 130 South Elmwood,42.888726,-78.879105,0,
15060,15060,Elmwood Avenue 353 Elmwood Avenue N,42.906723,-78.877025,0,
15070,15070,Elmwood Avenue 358 Elmwood Avenue S,42.907108,-78.877235,0,
15080,15080,Elmwood Avenue Allen Street North,42.899355,-78.876988,0,
15090,15090,Elmwood Avenue Allen Street South,42.899727,-78.877276,0,
15100,15100,Elmwood Avenue Amherst Street North,42.940446,-78.878445,0,
15110,15110,Elmwood Avenue Amherst Street South,42.940887,-78.878704,0,
15120,15120,Elmwood Avenue Auburn Avenue North,42.918472,-78.8769,0,
15130,15130,Elmwood Avenue Auburn Avenue South,42.918997,-78.877145,0,
15140,15140,Elmwood Avenue Bird Avenue North,42.925747,-78.876684,0,
15150,15150,Elmwood Avenue Bird Avenue South,42.926387,-78.877135,0,
15160,15160,"Elmwood Avenue Breckenridge Street ",42.917117,-78.877136,0,
15170,15170,"Elmwood Avenue Bryant Street North ",42.909178,-78.877003,0,
15180,15180,Elmwood Avenue Bryant Street South,42.909177,-78.877246,0,
15220,15220,Elmwood Avenue Chatham Avenue North,42.937566,-78.878394,0,
15240,15240,Elmwood Avenue Cleveland Avenue Nor,42.917336,-78.876903,0,
15260,15260,"Elmwood Avenue West Delavan Avenue ",42.921957,-78.876674,0,
15270,15270,"Elmwood Avenue West Delavan Avenue ",42.922446,-78.877145,0,
15280,15280,Elmwood Avenue Elmview Place South,42.939547,-78.878724,0,
15320,15320,"Elmwood Avenue Forest Avenue South ",42.927837,-78.877114,0,
15330,15330,"Elmwood Avenue Forest Avenue North ",42.928137,-78.876935,0,
15340,15340,Elmwood Avenue Great Arrow Avenue N,42.942216,-78.878294,0,
15350,15350,Elmwood Avenue Grote Street South,42.942488,-78.878595,0,
15370,15370,Elmwood Avenue Hampton Parkway Sout,42.979206,-78.878783,0,
15380,15380,Elmwood Avenue Henderson Avenue Sou,42.972588,-78.878834,0,
15390,15390,Elmwood Avenue Hertel Avenue North,42.947388,-78.877984,0,
15400,15400,Elmwood Avenue Hertel Avenue South,42.948047,-78.878384,0,
15410,15410,Elmwood Avenue Hinman Avenue North,42.956548,-78.878164,0,
15420,15420,Elmwood Avenue Hinman Avenue South,42.957027,-78.878523,0,
15450,15450,Elmwood Avenue Hutch Tech High Scho,42.891661,-78.878162,0,
15480,15480,Elmwood Avenue June Road North,42.977878,-78.878636,0,
15490,15490,Elmwood Avenue Kenmore Mercy Hospit,42.977087,-78.878806,0,
15500,15500,Elmwood Avenue Kenmore Avenue North,42.958357,-78.878233,0,
15510,15510,Elmwood Avenue Kenmore Avenue South,42.958938,-78.878834,0,
15530,15530,Elmwood Avenue Lafayette Avenue Nor,42.920138,-78.876747,0,
15540,15540,Elmwood Avenue Lafayette Avenue Sou,42.920647,-78.877126,0,
15550,15550,Elmwood Avenue Lexington Avenue Nor,42.913061,-78.876974,0,
15560,15560,Elmwood Avenue Lexington Avenue Sou,42.913447,-78.877167,0,
15570,15570,Elmwood Avenue Mang Avenue North,42.961666,-78.878505,0,
15580,15580,Elmwood Avenue Mang Avenue South,42.962286,-78.878835,0,
15600,15600,Elmwood Avenue McKinley High School,42.938163,-78.8786,0,
15630,15630,Elmwood Avenue M Wile Company South,42.952167,-78.878434,0,
15650,15650,Elmwood Avenue North Street North,42.902158,-78.877111,0,
15660,15660,Elmwood Avenue North Avenue South,42.90242,-78.877236,0,
15670,15670,Elmwood Avenue North End Avenue Nor,42.972447,-78.878615,0,
15680,15680,Elmwood Avenue Nottingham Terrace N,42.935656,-78.877994,0,
15700,15700,Elmwood Avenue Potomac Avenue North,42.924023,-78.876856,0,
15710,15710,Elmwood Avenue Potomac Avenue South,42.924029,-78.877159,0,
15720,15720,Elmwood Avenue Psychiatric Center S,42.930447,-78.877125,0,
15730,15730,Elmwood Avenue Ralston Avenue South,42.975387,-78.878834,0,
15740,15740,Elmwood Avenue Rockwell Road South,42.932257,-78.877071,0,
15750,15750,Elmwood Avenue Rockwell Road North,42.932167,-78.876815,0,
15760,15760,Elmwood Avenue Shepard Avenue North,42.968987,-78.878599,0,
15770,15770,Elmwood Avenue Shepard Avenue South,42.969407,-78.878846,0,
15790,15790,Elmwood Avenue Sheridan Drive South,42.980527,-78.878776,0,
15800,15800,Elmwood Avenue Sheridan Drive North,42.980418,-78.878654,0,
15820,15820,"Elmwood Avenue Summer Street North ",42.905001,-78.87704,0,
15830,15830,"Elmwood Avenue Summer Street South ",42.904588,-78.877241,0,
15850,15850,Elmwood Avenue Tops Market South Op,42.954876,-78.878504,0,
15880,15880,Elmwood Avenue Tremaine Avenue Nort,42.959766,-78.878535,0,
15890,15890,Elmwood Avenue Tremaine Avenue Sout,42.960277,-78.878844,0,
15900,15900,Elmwood Avenue Tulane Road North,42.974017,-78.878624,0,
15910,15910,Elmwood Avenue Tupper Street North,42.894089,-78.87724,0,
15920,15920,Elmwood Avenue Tupper Street South,42.894426,-78.877313,0,
15930,15930,Elmwood Avenue Victoria Boulevard N,42.963288,-78.878495,0,
15940,15940,Elmwood Avenue Victoria Boulevard S,42.963908,-78.878837,0,
15950,15950,Elmwood Avenue Virginia Street Nort,42.89676,-78.876956,0,
15960,15960,Elmwood Avenue Virginia Street Sout,42.897126,-78.877244,0,
15970,15970,Elmwood Avenue Wabash Avenue North,42.964926,-78.878516,0,
15980,15980,Elmwood Avenue Wabash Avenue South,42.965296,-78.878834,0,
15990,15990,Elmwood Avenue Washington Avenue No,42.966456,-78.878534,0,
16000,16000,Elmwood Avenue Washington Avenue So,42.966838,-78.878857,0,
16030,16030,Elmwood Avenue Westchester Boulevar,42.976107,-78.878644,0,
16040,16040,Elmwood Avenue Woodward Avenue Sout,42.974037,-78.878824,0,
16050,16050,Elmwood Avenue West Ferry Street No,42.915316,-78.877004,0,
16060,16060,Elmwood Avenue West Ferry Street So,42.915662,-78.877156,0,
16070,16070,Elmwood Avenue West Girard Boulevar,42.970716,-78.878604,0,
16080,16080,Elmwood Avenue West Girard Boulevar,42.971106,-78.878834,0,
16090,16090,Elmwood Avenue West Utica Street No,42.911639,-78.87699,0,
16100,16100,Elmwood Avenue West Utica Street So,42.911187,-78.877197,0,
16210,16210,Ensminger Road East Park Drive East,42.987836,-78.898664,0,
16220,16220,Ensminger Road East Park Drive West,42.987915,-78.898044,0,
16247,16247,"Ensminger Road Two Mile Creek Road ",42.987698,-78.903986,0,
16250,16250,"Ensminger Road Two Mile Creek Road ",42.987789,-78.903976,0,
16540,16540,East Delavan Avenue 530 East Delava,42.921858,-78.836836,0,
16570,16570,East Delavan Avenue Bailey Avenue W,42.922736,-78.813955,0,
16590,16590,East Delavan Avenue Blaine Avenue W,42.922037,-78.845234,0,
16610,16610,East Delavan Avenue Cambridge Avenu,42.922657,-78.822576,0,
16630,16630,East Delavan Avenue Chelsea Place W,42.921877,-78.833484,0,
16640,16640,East Delavan Avenue Courtland Avenu,42.922797,-78.806625,0,
16660,16660,East Delavan Avenue Deerfield Avenu,42.922448,-78.826264,0,
16670,16670,East Delavan Avenue Edison Avenue W,42.922878,-78.802376,0,
16680,16680,East Delavan Avenue Fillmore Avenue,42.921928,-78.839574,0,
16690,16690,East Delavan Avenue Grider Street W,42.922177,-78.829615,0,
16705,16705,East Delavan Avenue Humboldt Parkwa,42.921977,-78.842605,0,
16720,16720,East Delavan Avenue Meech Street We,42.922117,-78.849376,0,
16725,16725,"West Delavan Avenue Niagara Street ",42.92227,-78.898229,0,
16730,16730,"East Delavan Avenue Northumberland ",42.922678,-78.820456,0,
16750,16750,"East Delavan Avenue Olympic Avenue ",42.922718,-78.816385,0,
16760,16760,East Delavan Avenue Pine Ridge Road,42.922837,-78.79287,0,
16790,16790,East Delavan Avenue Roslyn Street W,42.922758,-78.809255,0,
16800,16800,East Delavan Avenue MST,42.921978,-78.832123,0,
16810,16810,East Delavan Avenue Wilkes Avenue W,42.922816,-78.804385,0,
16820,16820,East Delavan Avenue Wright Road Wes,42.922856,-78.799645,0,
16840,16840,"East Delavan Avenue Wyoming Avenue ",42.922646,-78.823964,0,
16860,16860,East Main Street Center Street East,42.768049,-78.622558,0,
16890,16890,East Main Street Maple Street West,42.768151,-78.620794,0,
16910,16910,East Main Street North Grove Street,42.768072,-78.617564,0,
16920,16920,East Main Street North Willow Stree,42.767978,-78.625727,0,
16940,16940,East Main Street Paine Street East,42.767895,-78.61378,0,
16950,16950,East Main Street Church Street East,42.767793,-78.609774,0,
16970,16970,East Main Street Grove Street East,42.767984,-78.617931,0,
16980,16980,East Main Street South Willow Stree,42.767848,-78.626103,0,
16990,16990,East Main Street Whaley Avenue West,42.76803,-78.613781,0,
16991,16991,East Main Street Walnut Street East,42.768022,-78.620195,0,
17000,17000,East Robinson Road Niagara Falls Bo,43.036136,-78.820883,0,
17003,17003,East Robinson Road Northwood Medica,43.036108,-78.816403,0,
17030,17030,East Ferry Street 347 East Ferry St,42.914718,-78.851506,0,
17040,17040,East Ferry Street 489 East Ferry St,42.914649,-78.846137,0,
17050,17050,East Ferry Street 492 East Ferry St,42.914753,-78.845646,0,
17060,17060,East Ferry St and 663 East Ferry St,42.914547,-78.836945,0,
17070,17070,East Ferry Street and 663 East Ferr,42.914661,-78.836846,0,
17080,17080,Ferry Street Wende Street East,42.914598,-78.814905,0,
17090,17090,"East Ferry Street Cambridge Avenue ",42.914608,-78.822399,0,
17100,17100,Ferry Street Colorado Avenue East,42.914495,-78.819692,0,
17110,17110,Ferry Street Ernst Avenue East,42.914421,-78.826606,0,
17120,17120,East Ferry Street Fillmore Avenue E,42.914562,-78.839481,0,
17130,17130,East Ferry Street Fillmore Avenue W,42.914693,-78.83893,0,
17140,17140,Ferry Street Grant Street East,42.915225,-78.890671,0,
17150,17150,Ferry Street Grant Street West,42.915335,-78.890174,0,
17160,17160,Ferry Street Grider Street East Opp,42.914347,-78.828405,0,
17170,17170,East Ferry Street Grider Street Wes,42.914568,-78.828833,0,
17175,17175,East Ferry St and True Bethel Bapti,42.914632,-78.830756,0,
17180,17180,Ferry Street Hampshire Street East,42.915311,-78.888134,0,
17190,17190,Ferry Street Herkimer Street East,42.915172,-78.893435,0,
17200,17200,Ferry Street Herkimer Street West,42.915266,-78.892996,0,
17204,17204,Fashion Outlet Blvd Niagara Falls T,43.100759,-78.979658,0,
17208,17208,Fashion Outlet Blvd Niagara Falls B,43.089548,-78.98825,0,
17210,17210,Ferry Street Hoyt Street West Farsi,42.915431,-78.887193,0,
17220,17220,"East Ferry Street Humboldt Parkway ",42.914657,-78.842706,0,
17230,17230,"East Ferry Street Humboldt Parkway ",42.914759,-78.843911,0,
17240,17240,"East Ferry Street Humboldt Parkway ",42.914667,-78.843976,0,
17250,17250,"East Ferry Street Humboldt Parkway ",42.914756,-78.842787,0,
17260,17260,"East Ferry Street Jefferson Avenue ",42.914987,-78.854252,0,
17270,17270,"East Ferry Street Jefferson Avenue ",42.914957,-78.853765,0,
17295,17295,East Ferry St and 810 East Ferry St,42.914634,-78.834986,0,
17300,17300,Ferry Street Kilhoffer Street East,42.914582,-78.817099,0,
17310,17310,East Ferry Street Leslie Street Wes,42.914765,-78.817525,0,
17320,17320,East Ferry Street Lonsdale Road Wes,42.914821,-78.851935,0,
17340,17340,East Ferry Street Masten Avenue Eas,42.915257,-78.859758,0,
17350,17350,East Ferry Street Masten Avenue Wes,42.915369,-78.859279,0,
17380,17380,Ferry Street Moselle Street East,42.914286,-78.823984,0,
17390,17390,East Ferry Street Moselle Street We,42.91453,-78.824224,0,
17400,17400,Ferry Street Nevada Avenue East,42.914471,-78.82158,0,
17410,17410,Ferry Street Niagara Street East Fa,42.915101,-78.898892,0,
17413,17413,Ferry Street Niagara Street West,42.915218,-78.899243,0,
17420,17420,East Ferry Street Northumberland Av,42.9147,-78.820213,0,
17430,17430,Ferry Street Plymout Avenue East,42.915063,-78.896217,0,
17440,17440,Ferry Street Plymouth Avenue West,42.915251,-78.895695,0,
17450,17450,East Ferry Street Purdy Street East,42.915208,-78.856996,0,
17460,17460,East Ferry Street Purdy Street West,42.915377,-78.856304,0,
17468,17468,West Ferry Street Chenango Street E,42.915348,-78.886228,0,
17470,17470,Ferry Street Richmond Avenue East,42.915406,-78.882338,0,
17473,17473,West Ferry Street Richmond Avenue W,42.915517,-78.882722,0,
17480,17480,East Ferry Street Schuele Street We,42.914534,-78.826322,0,
17485,17485,East Ferry Street True Bethel Bapti,42.91449,-78.830766,0,
17490,17490,East Ferry Street Wende Street West,42.914771,-78.814553,0,
17500,17500,Ferry Street West Avenue East,42.915038,-78.897746,0,
17510,17510,Ferry Street West Avenue West,42.915196,-78.897297,0,
17520,17520,East Ferry Street Wohlers Avenue Ea,42.914678,-78.84827,0,
17530,17530,East Ferry Street Wohlers Avenue We,42.914772,-78.847847,0,
17550,17550,Fillmore Avenue 801 Fillmore Avenue,42.895138,-78.838905,0,
17560,17560,Fillmore Avenue 808 Fillmore Avenue,42.895278,-78.839313,0,
17561,17561,Fillmore Avenue 556 Fillmore Avenue,43.014604,-78.854864,0,
17570,17570,"Fillmore Avenue Appenheimer Avenue ",42.922946,-78.839166,0,
17580,17580,"Fillmore Avenue Appenheimer Avenue ",42.923286,-78.839426,0,
17590,17590,Fillmore Avenue B Street North,42.899867,-78.83915,0,
17600,17600,Fillmore Avenue B Street South Oppo,42.900046,-78.839363,0,
17610,17610,Fillmore Avenue Best Street North,42.903516,-78.839176,0,
17630,17630,Fillmore Avenue Best Street South F,42.903516,-78.839415,0,
17640,17640,Fillmore Avenue Broadway South Fars,42.892726,-78.839315,0,
17650,17650,Fillmore Avenue Broadway North Fars,42.893291,-78.839085,0,
17657,17657,Fillmore Avenue Chalmers Avenue Nor,42.937689,-78.839068,0,
17660,17660,Fillmore Avenue Church Street West,42.769412,-78.60948,0,
17670,17670,Fillmore Avenue Clinton Street Nort,42.879538,-78.839187,0,
17680,17680,Fillmore Avenue Clinton Street Sout,42.879056,-78.839313,0,
17690,17690,Fillmore Avenue East Delavan Avenue,42.921678,-78.839173,0,
17700,17700,Fillmore Avenue East Delavan Avenue,42.921647,-78.839444,0,
17710,17710,Fillmore Avenue Dewey Avenue North,42.931177,-78.839066,0,
17720,17720,Fillmore Avenue Dewey Avenue South,42.931447,-78.839284,0,
17730,17730,Fillmore Avenue Dillon Street North,42.876188,-78.842505,0,
17740,17740,Fillmore Avenue Eagle Street North,42.877597,-78.840506,0,
17750,17750,Fillmore Avenue Eagle Street South,42.877766,-78.840554,0,
17753,17753,Fillmore Avenue Exolon Drive West,43.014631,-78.851893,0,
17760,17760,Fillmore Avenue Kensington Expressw,42.924678,-78.839394,0,
17770,17770,Fillmore Avenue East Ferry Street N,42.914519,-78.838964,0,
17780,17780,Fillmore Avenue East Ferry Street S,42.914958,-78.839215,0,
17790,17790,Fillmore Avenue Fougeron Street Nor,42.908146,-78.838987,0,
17800,17800,Fillmore Avenue French Road North,42.910318,-78.838874,0,
17820,17820,Fillmore Avenue Genesee Street Nort,42.902017,-78.838944,0,
17830,17830,Fillmore Avenue Genesee Street Sout,42.902518,-78.839386,0,
17840,17840,Fillmore Avenue Gesl Street South,42.930006,-78.839284,0,
17850,17850,Fillmore Avenue Girard Place South,42.9085,-78.839149,0,
17860,17860,Fillmore Avenue Glenny Drive North,42.924706,-78.839126,0,
17870,17870,Fillmore Avenue Glenwood Avenue Nor,42.912205,-78.838913,0,
17890,17890,Fillmore Avenue Howard Sreet North,42.883086,-78.839105,0,
17900,17900,"Fillmore Avenue Howard Sreet South ",42.883177,-78.839274,0,
17910,17910,Fillmore Avenue Jewett Parkway Sout,42.934167,-78.839274,0,
17920,17920,Fillmore Avenue Kensington Avenue N,42.927107,-78.839067,0,
17930,17930,Fillmore Avenue Kensington Avenue S,42.927658,-78.839325,0,
17940,17940,Fillmore Avenue Leroy Avenue North,42.93276,-78.839086,0,
17950,17950,Fillmore Avenue Leroy Avenue South,42.933028,-78.839274,0,
17960,17960,Fillmore Avenue Main Street East Fa,42.938478,-78.839266,0,
17970,17970,Fillmore Avenue Main Street North,42.938766,-78.839045,0,
17975,17975,"Fillmore Avenue Northampton Street ",42.907139,-78.838983,0,
17976,17976,"Fillmore Avenue Northampton Street ",42.907405,-78.839152,0,
17980,17980,Fillmore Avenue Northland Avenue No,42.918807,-78.839096,0,
17990,17990,Fillmore Avenue Northland Avenue So,42.919358,-78.839365,0,
18000,18000,Fillmore Avenue North Parade Avenue,42.906256,-78.838793,0,
18010,18010,Fillmore Avenue North Parade Avenue,42.906697,-78.839164,0,
18020,18020,Fillmore Avenue Oneida Street North,42.881287,-78.839176,0,
18030,18030,Fillmore Avenue Oneida Street South,42.881207,-78.839264,0,
18040,18040,Fillmore Avenue South Division Stre,42.876276,-78.842585,0,
18050,18050,Fillmore Avenue Paderewski Drive No,42.88953,-78.839206,0,
18060,18060,Fillmore Avenue Paderewski Drive So,42.889848,-78.839293,0,
18070,18070,Fillmore Avenue Peckham Street Nort,42.887728,-78.83915,0,
18080,18080,Fillmore Avenue Peckham Street Sout,42.888036,-78.839296,0,
18090,18090,Fillmore Avenue Rodney Avenue North,42.935987,-78.839074,0,
18100,18100,Fillmore Avenue Rodney Avenue South,42.936198,-78.839255,0,
18110,18110,Fillmore Avenue Sydney Street North,42.916316,-78.838993,0,
18120,18120,Fillmore Avenue Sydney Street South,42.916537,-78.839276,0,
18150,18150,Fillmore Avenue Sycamore Street Nor,42.89747,-78.839188,0,
18160,18160,Fillmore Avenue Sycamore Street Sou,42.897846,-78.839324,0,
18170,18170,Fillmore Avenue East Utica Street S,42.911236,-78.839166,0,
18180,18180,Fillmore Avenue Van Gorder Street N,42.929676,-78.839066,0,
18190,18190,Fillmore Avenue Wakefield Avenue No,42.934717,-78.839073,0,
18220,18220,Fillmore Avenue William Street Nort,42.884693,-78.839081,0,
18230,18230,Fillmore Avenue William Street Sout,42.885316,-78.839303,0,
18240,18240,Fillmore Avenue Winslow Avenue Sout,42.913256,-78.839165,0,
18250,18250,Fillmore Avenue Riley Street East,42.769457,-78.610638,0,
18260,18260,Flint Road Millersport Hwy West Far,42.988944,-78.791088,0,
18270,18270,Flint Road Maple Road North,42.992492,-78.792093,0,
18275,18275,Flint Road Maple Road North,42.99099,-78.792056,0,
18276,18276,Flint Road Maple Road South,42.991471,-78.792351,0,
18280,18280,Flint Road Millersport Highway Sout,42.988806,-78.791023,0,
18300,18300,Flint Road UB Service Road South Ne,42.992774,-78.792363,0,
18310,18310,Flint Circle Flint Circle Stop Sout,42.999897,-78.789403,0,
18350,18350,Forest Avenue Barry Place East,42.927682,-78.888936,0,
18370,18370,Forest Avenue Richmond Avenue East,42.927805,-78.881127,0,
18400,18400,Forest Avenue Abbottsford Place Eas,42.927774,-78.883739,0,
18670,18670,North Street City Honors West,42.902395,-78.86127,0,
18690,18690,Northampton Street East High School,42.907278,-78.8368,0,
18700,18700,Franklin Street Asbury Alley North,42.89198,-78.874584,0,
18720,18720,Franklin Street Emerson Commons Nor,42.890323,-78.87513,0,
18730,18730,Franklin Street Church Street North,42.883268,-78.877464,0,
18770,18770,Franklin Street Huron Street North,42.88886,-78.875635,0,
18780,18780,Franklin Street Mohawk Street North,42.887197,-78.876214,0,
18790,18790,Franklin Street Seneca Street North,42.881447,-78.877999,0,
18827,18827,French Road Allstate West,42.867947,-78.703614,0,
18833,18833,French Road 1380 French Road West,42.867968,-78.701783,0,
18860,18860,French Road Borden Road East,42.867747,-78.709384,0,
18870,18870,French Road Borden Road West,42.867918,-78.708514,0,
18880,18880,French Road Boxwood Lane West,42.868296,-78.745234,0,
18890,18890,French Road Brentwood Drive East Fa,42.867657,-78.720094,0,
18893,18893,Genesee Street Ellwood Place East O,42.924501,-78.77175,0,
18900,18900,French Road Brentwood Drive West,42.867886,-78.720373,0,
18920,18920,French Road Danielle Drive East,42.868115,-78.742552,0,
18983,18983,French Road Garden Village Plaza We,42.868285,-78.749499,0,
18985,18985,French Road Idylwood Apartments Wes,42.868248,-78.742344,0,
18987,18987,French Road Transit-French Square,42.868244,-78.69815,0,
19000,19000,French Road Kelly Drive West,42.868096,-78.736753,0,
19010,19010,French Road Kelly Drive East Opposi,42.867976,-78.737059,0,
19013,19013,French Road Kingswood Apartments Ea,42.867757,-78.706005,0,
19015,19015,French Road Kingswood Apartments We,42.867938,-78.705784,0,
19020,19020,French Road Nancy Plaza East,42.867813,-78.731151,0,
19050,19050,French Road Pheasant Lane East Fars,42.867698,-78.714105,0,
19060,19060,French Road Pheasant Lane West Fars,42.867887,-78.713933,0,
19065,19065,French Road 1402 French Road,42.86801,-78.700425,0,
19070,19070,French Road Randy Way East Farside,42.867658,-78.723415,0,
19080,19080,French Road Randy Way West,42.867877,-78.723876,0,
19083,19083,French Road Sandstone Court East,42.867776,-78.703745,0,
19090,19090,French Road Towers Boulevard West,42.867966,-78.730724,0,
19105,19105,French Road 149 French Road,42.867425,-78.751186,0,
19110,19110,French Road Yvette Drive East Farsi,42.86821,-78.74567,0,
19260,19260,Fuhrmann Boulevard Ohio Street Nort,42.853439,-78.863657,0,
19261,19261,Fuhrmann Boulevard Ohio Street Nort,42.852727,-78.864278,0,
19270,19270,Fuhrmann Boulevard Buffalo Harbor S,42.852479,-78.864281,0,
19272,19272,Fuhrmann Boulevard Buffalo Harbor S,42.839859,-78.857985,0,
19300,19300,Fuhrmann Boulevard Tifft Farms Nort,42.845872,-78.860696,0,
19301,19301,Fuhrmann Boulevard Tift Nature Pres,42.846144,-78.860984,0,
